#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-02T06:14:58 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-02T06:14:58	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/527/7438/catalog&-out=MaNGA&-out=logMstar&-out=VelG1Re&-out=e_VelG1Re&-out=VsigST1Re&-out=VelST1Re&-out=e_VelST1Re&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75277438
#Name: J/MNRAS/527/7438
#Title: MaNGA kinematic catalogue (Ristea+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	creator=Ristea A.	    First author or institution
#INFO	cites=bibcode:2024MNRAS.527.7438R	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/527/7438	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75277438	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-05-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_527_7438_catalog:
#Name: J/MNRAS/527/7438/catalog
#Title: Catalogue of the kinematic properties of MaNGA DR17 galaxies
#Column	MaNGA	(A9)	MaNGA ID of the galaxy, the same as in drpall_v3_1_1 (mangaid)	[ucd=meta.id.parent]
#Column	logMstar	(F6.3)	log of the stellar mass (log_Mstar)	[ucd=phys.mass]
#Column	VelG1Re	(F19.15)	? Ionised gas rotational velocity at 1Re, from the centred and inclination-corrected rotation curve (Vel_G_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1Re	(F19.16)	? Error in ionised gas rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1Re)	[ucd=stat.error]
#Column	VsigST1Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VelST1Re	(F19.15)	? Stellar rotational velocity at 1Re from the centred and inclination-corrected rotation curve (Vel_ST_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1Re	(F20.16)	? Error in stellar rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_1Re)	[ucd=stat.error]
MaNGA	logMstar	VelG1Re	e_VelG1Re	VsigST1Re	VelST1Re	e_VelST1Re
 1-229452	10.648	                   	                   	 0.3311714175758082	159.034795971402787	 11.1993564798218443
 1-108250	10.347	                   	                   	 0.3713619510153725	 99.375291216809984	 16.9876443674880377
 1-276544	10.554	                   	                   	 0.2075587068057303	117.938967099293052	 19.9070836651817906
 1-458272	 9.707	                   	                   	 0.2098811836298336	 49.337752985645260	 29.5227647709176964
  1-53664	 9.533	 77.049892070388580	 7.5131420882996434	 0.3560030671605245	 63.577646669533110	 41.9218592718058076
 1-109275	10.167	 96.780243391710854	 7.0000000000000000	                   	                   	
  1-91919	10.829	204.085937666613063	 7.8634832273017992	 0.2838226130953422	115.563717804999271	 17.3236983703298009
 1-379008	 9.773	110.450594990694810	 8.7658583705586253	                   	                   	
 1-456492	 9.781	                   	                   	 0.4609411426409954	 79.602221836030168	 10.8403788689751064
 1-273185	10.605	                   	                   	 0.3832082683675367	136.551223060148573	  9.8624160150082503
  1-40248	10.793	198.759086829548551	 7.0000000000000000	 0.3855109823792034	143.349595981335284	 12.5911109242104260
  1-47272	10.395	                   	                   	 0.1779779571003931	 88.879869133699401	 41.7924201619628803
 1-266045	 9.578	 49.488678005111154	16.3173300969418875	 0.1480856936082655	 31.771467009217503	 25.0146788784591685
    1-837	10.031	                   	                   	 0.2836115691835497	 78.257624127490033	 35.0827526533849863
 1-519720	10.822	                   	                   	 0.1861504359982305	151.400893067538789	 15.8324566613982043
 1-119362	10.405	221.584945327540254	27.9408178690402735	 0.2297553791630048	151.765402046738132	 28.9337081089831365
 1-148652	10.118	                   	                   	 0.1270767942441577	 49.084668078699337	 30.1701492348327456
 1-409482	10.183	 60.772341647065630	37.4864104725382603	 0.2429967348215688	114.776115196010352	 12.7859431216596455
  1-44971	11.588	                   	                   	 0.1108057017502509	 95.964985490618020	 65.2178147818482614
 1-420638	 9.888	 52.024273157774587	33.6780230240246965	 0.3555423628313932	 85.517225378440372	  5.3399751161435383
 1-314059	11.093	292.051162659608906	35.1956512639933763	 0.2071599903710278	167.804377668721315	 47.6989371062457010
  1-36874	 9.360	                   	                   	 0.1839161520766918	 37.161302710368389	 23.3259444174480954
 1-261360	10.233	147.720732983105307	 8.9061174163978141	 0.3945965911821660	113.626773270090411	 52.4430547262981221
 1-183465	10.047	                   	                   	 0.3280844992742328	 90.924085142009091	 24.5973323845946510
 1-247755	 9.896	 97.490253382107767	 8.7943100684072224	 0.5597235584891959	 79.020081221761131	 41.1951098028161979
   1-1081	10.163	164.726675314907993	 7.9150918946569391	 0.3311403155852827	109.097292403252212	 25.9413395535679285
 1-386913	10.670	155.365720898481186	10.3998814232306902	 0.3651190811578875	137.723879786960538	 12.9241252545084357
  1-71269	11.011	                   	                   	 0.3148902513012822	161.395583468036364	  9.6896039261948985
 1-123273	10.488	122.248579130758458	11.1818397319162521	 0.3627418447914883	119.354440025923452	 15.7387777898191121
 1-456372	10.169	                   	                   	 0.2095504955920750	 91.627212878247605	 10.6673616931088091
 1-183181	10.620	                   	                   	 0.2208004754732444	116.793709926945525	 14.1938450816426673
 1-283246	10.603	 94.843029787646600	16.0005212344799759	                   	                   	
  1-26641	11.303	                   	                   	 0.2966237584349401	213.558411161289371	 58.5459382106206050
  1-38379	 9.901	102.672122693162237	 9.0250342538466573	 0.4621019143292850	 73.502778400145019	 29.4874432098664272
 1-460404	11.288	                   	                   	 0.1665358364950621	156.642741605589890	 65.9724530530859283
 1-409362	10.304	142.728817820106599	 8.2533845195838502	                   	                   	
 1-248352	 9.509	 36.866413645584970	 8.5213525437157642	                   	                   	
 1-605814	 9.956	123.203028679486962	 8.7193456390852493	 0.3933842769988160	 99.398274309143716	 13.4592952438738145
 1-410131	10.486	218.166662602112609	14.7091613780259713	 0.3083823469286422	174.441868703161219	  8.6455220039127259
  1-80160	 9.859	 99.851623528213509	 7.7970030840307807	                   	                   	
 1-182806	10.914	                   	                   	 0.1713470825496308	113.140680238980963	 47.0412993050052251
 1-376429	10.243	131.782534205025399	12.0721817842941945	 0.3609862145210986	107.976138706529809	 19.2851366694071231
 1-294598	 9.778	 73.133866984353489	 7.3795021817647637	 0.3576791440804522	 78.312509721826046	 21.0797832348319822
 1-386932	 9.913	 61.310723921961625	 9.9322037179129339	 0.0716661289231705	 42.275602495824323	 20.7936439198136114
 1-249839	10.835	                   	                   	 0.3490016076926133	160.092500858225151	 12.9483780357364306
 1-149211	10.066	                   	                   	 0.4582303435625806	108.101045556364440	 15.3543890977730086
    1-207	10.528	142.516510955044708	10.5151254909619674	                   	                   	
  1-43268	 9.444	 84.890985887195029	 7.4421488722758271	                   	                   	
 1-456973	 9.577	                   	                   	 0.4637292969252632	 67.474514237132055	 35.0851576517796104
 1-257652	 9.853	113.013710405145872	 8.4464556584828152	 0.5087248362990184	 93.671166604036017	  8.2560356113278175
  1-52986	10.451	174.708372579589167	10.5053618287236610	 0.5005732513258238	151.748853326241374	 12.6685734163077726
 1-210794	10.128	                   	                   	 0.2988301095106191	 77.956098320621905	 11.7939954256179682
 1-210604	10.490	                   	                   	 0.1452254099853680	 96.615445444979613	  8.4443011974857605
 1-133936	 9.155	 61.844166044426721	11.2678698759389100	                   	                   	
 1-134978	11.554	                   	                   	 0.0730765035297178	 68.888616817249144	 45.3276048717722801
 1-377321	 9.809	                   	                   	 0.4384136293985619	 74.497891085097137	 17.5893875953594545
 1-195684	11.013	                   	                   	 0.2042556636576426	161.888815521729668	 41.2472020840154698
 1-115371	 9.807	                   	                   	 0.4002432702270358	 71.158297362445907	 16.1768905771662439
  1-36942	10.447	                   	                   	 0.2961729218906441	126.742324585481242	 19.3119121312749726
 1-319663	 9.806	                   	                   	 0.2840774525856170	 63.632519296040115	 36.4662814869012237
  1-92894	10.839	189.680022650196349	18.6201474647845586	 0.2988558642448945	167.076733111976580	 12.3576954078858936
 1-198173	 9.788	106.817005449796056	 7.0000000000000000	 0.5474106781400260	 91.595751305693938	 35.9771915772464297
 1-109872	10.818	                   	                   	 0.3367726685336522	189.713182571140862	 11.6238687608884952
  1-33389	 9.950	 62.565545254905793	 9.4001743974912166	 0.2186150406103175	 64.662785576336688	 36.9384210813685741
 1-182793	10.332	                   	                   	 0.5228964504456697	124.275683603043007	  6.3821651887853754
 1-550887	10.751	                   	                   	 0.2592328500966183	126.000296696051166	 28.1081172534349406
 1-378394	11.263	198.975254040525613	14.8941788048079449	 0.3301755294928957	167.327449956558723	 18.3637589259215659
 1-373057	 9.738	104.234128291411523	11.7854135714294745	                   	                   	
 1-116828	11.284	252.550862798317553	20.9387669259215912	 0.2092876336383934	142.558876179159711	 19.6094360357133866
 1-519907	10.093	                   	                   	 0.1495907069939667	 55.156019011595397	 36.9132452254922541
 1-146344	 9.854	 37.259907069210570	11.1648855882727176	 0.2793706216833992	 55.509261801343399	 30.8818650365463263
 1-251198	10.255	142.422557642561685	 9.0684218587449053	 0.1722946714458169	 85.378807097104016	 53.5321965692873647
 1-217324	10.451	256.643379155864352	14.9227809384685024	 0.2163239292026508	176.211010593961305	 10.7522339674337637
 1-519393	10.398	                   	                   	 0.2285864237716641	119.490107036233070	 33.0276576996682678
 1-175599	11.341	196.455670955971527	67.1169888763603808	 0.1412194149360108	108.485764578485174	 23.3741062453216948
 1-278485	11.356	197.550420601934519	20.8536246689516851	 0.3137159974898291	224.243231358512276	 52.0526724008424395
 1-164336	10.519	173.258585647807195	20.9409206393587510	 0.3510110753100938	147.202089013773616	 14.3306607133460435
  1-42198	10.339	                   	                   	 0.2824788976260426	117.145027961756682	  7.1497352357227832
 1-376102	 9.811	                   	                   	 0.2358920856327733	 49.214654770270307	 28.7713445095083280
 1-386670	10.362	                   	                   	 0.3067561891245869	119.598541270118389	  6.6374207928510760
  1-46757	10.368	                   	                   	 0.0692123192333927	 51.829573193081991	 25.7375934199045560
  1-37787	10.327	                   	                   	 0.2541104081948718	139.755245669408907	 13.0349724230005535
 1-399581	10.977	189.071981565174241	73.5985303599239415	                   	                   	
 1-337230	10.183	 96.212617469210159	20.2418858876573040	 0.3164894959604563	 70.904743084364270	 36.4381040854802549
 1-297910	10.710	140.473379759398256	19.7408904921643433	                   	                   	
 1-376323	 9.855	                   	                   	 0.3494779076365135	 79.659776756195271	 42.2133548156649070
 1-491220	10.449	167.558834150634112	 9.4565139995703138	 0.3956105591803738	148.386681896551295	  9.9153998523262334
 1-631998	10.536	                   	                   	 0.3272433934586659	151.117285433707906	 19.3919946554861653
 1-107761	 9.875	 39.998696289547212	22.6952457093641868	                   	                   	
   1-1839	 9.592	                   	                   	 0.2824422887732929	 59.700667694193854	 39.4459176274010801
 1-385153	 9.962	104.880491809710790	 8.5065108706729049	 0.3877768725173335	 95.189542654867154	 42.8579361990548193
 1-201813	10.867	                   	                   	 0.2534789694688983	135.038291332655206	  6.7406513932512473
 1-118369	10.161	                   	                   	 0.4216983669883642	 87.429957118809071	 43.2732056998147669
  1-95316	 9.631	                   	                   	 0.4249532779296810	 53.426184098599407	 37.9111477802969432
 1-474573	10.142	139.442082265828617	11.2737592188592952	                   	                   	
 1-109270	 9.437	 62.102067046577346	 9.5661408400017862	                   	                   	
 1-134004	 9.450	                   	                   	 0.3303611901446712	 65.271048098669922	 23.1719212416083238
  1-42082	10.899	162.097948791647752	70.6516810000450732	 0.0917610588814822	 53.663176269029378	 32.8026317654218929
 1-313053	10.691	                   	                   	 0.3192110685224392	137.374380359756145	  9.5494585878263170
 1-392007	10.238	170.781168033674959	 8.4490968775966646	 0.3245439596228898	114.731513097995119	  6.5419521688793987
  1-45694	10.773	                   	                   	 0.2146996299047051	129.170584241290328	 38.3327096662072080
 1-121035	10.403	                   	                   	 0.1067072052354453	 70.143651728680538	 33.2561246538910709
 1-250810	11.231	250.325233002052244	10.3779237927211359	 0.3642597023485622	250.001109436781121	 15.3657647189107038
 1-321684	11.145	179.268694248771794	62.7370682508755806	 0.3729697201884299	180.144758232500351	  7.1298758350187388
 1-276563	10.640	                   	                   	 0.1778139174508412	 86.340534067694904	 16.7523400396115605
 1-558242	10.258	185.679852408276247	15.9840254075314583	 0.1651934033475518	109.592766593941178	 11.8356317720257280
 1-364526	10.248	                   	                   	 0.4146814619788878	102.786604593471822	 16.1591401216080790
 1-179173	10.738	 75.191687190007002	15.0612905880637147	 0.2479513465741895	146.551057109352939	 15.7213917324503232
 1-419195	10.381	                   	                   	 0.3627400113193748	143.063924322608727	 18.3739217304045681
 1-109206	 9.991	115.643826265402126	10.3743525901887619	                   	                   	
 1-282106	10.054	130.296346911687891	 8.7518286965642442	 0.5401841492096955	117.340783889703644	 12.2874095742271088
 1-383698	10.330	                   	                   	 0.3260005216386200	144.794892831077902	 49.0600815122592024
  1-82669	10.825	                   	                   	 0.2001268015780289	141.790330071499966	  8.9423803234328840
 1-179530	10.659	                   	                   	 0.2888482212432764	153.739062177214322	 16.8930750891673327
  1-53854	10.757	160.948564615240116	 9.7743533257663611	 0.2946462052181922	151.931003624686525	 11.9982415988319779
 1-295448	10.053	117.793402078151388	 8.1130052120272573	 0.4883146319242275	102.836529837775984	 47.9201278271349480
  1-33848	10.409	                   	                   	 0.2927254453119779	130.494630704189376	 51.1201893223325641
 1-195241	 9.845	105.659476352172192	10.0955360615219885	 0.3465880878283636	 79.732532144915467	 41.1542396665230257
  1-93858	10.645	183.302867980876670	66.4854836532540645	 0.2463074701466348	126.568328988186579	 17.3922865465656145
 1-298596	10.266	115.880562837610796	10.3335955553719749	 0.3389466504274834	106.828570643944289	 47.0019420215623711
 1-122768	10.791	                   	                   	 0.2456069284589134	202.804319865322270	 57.2060622645790318
 1-269915	10.976	                   	                   	 0.1704206709802397	103.424907146622289	 37.1900735080233886
 1-148530	10.481	                   	                   	 0.2722567686342871	110.046315910182201	 45.1216397392297495
  1-42626	10.171	                   	                   	 0.1547238687706662	 72.502733656155939	 33.8703146280533147
 1-264755	10.618	                   	                   	 0.1790258547653365	146.214330971326945	 37.3986940446901599
 1-236099	 9.963	                   	                   	 0.3084139509409761	103.055278567329879	 12.4283018541395975
 1-148893	11.114	                   	                   	 0.1883659340084973	132.716922787025510	 23.7391693030685360
 1-377686	10.240	                   	                   	 0.3696483633691946	111.441355755443936	 10.3318270148533458
 1-196843	11.147	                   	                   	 0.1171771461191108	116.318251892460637	 40.2758635859222451
 1-317534	11.144	                   	                   	 0.2680243607974417	177.408928329901585	 21.0204637261592069
  1-33518	10.226	151.525834156036694	 7.8277348115507266	 0.5648654126085378	131.201861998728191	 14.8066114224666006
 1-351702	 9.468	 68.313699019318705	 7.8180988048592264	                   	                   	
 1-387439	10.412	171.083823853819865	11.0882025817078578	 0.5016263695209638	160.532747011163963	 10.6474462721422594
 1-351470	10.997	221.935772859126814	 8.3717140690002712	 0.4086070374066173	172.208059143830269	 11.9038817304192701
 1-177972	10.074	                   	                   	 0.0474671292142744	 22.783899713529465	 12.5094686306750127
 1-383151	 9.620	 83.302578670212156	 7.0000000000000000	                   	                   	
 1-301331	 9.974	                   	                   	 0.2709797283253578	 70.655789358820996	 28.8451764396493182
  1-41413	10.766	                   	                   	 0.3200135197810456	162.727217571960580	  9.6510882511414380
 1-152292	 9.606	 99.352972464238320	 9.9322037179129339	                   	                   	
 1-232104	10.156	105.463282239919977	 9.0999547073573250	 0.3951920511381007	 85.388485647576772	 49.5876684546489415
 1-152047	10.729	                   	                   	 0.3163452380576826	160.719171972477568	  5.4543108136822998
  1-23955	 9.719	                   	                   	 0.3108661874378770	 59.904334737862484	 28.6651018205477683
  1-38352	 9.981	 92.226639030964009	47.9787037314809126	 0.5732293289031971	 74.818551396682892	 15.3379154864882690
  1-38567	10.751	                   	                   	 0.2103587360920015	134.615214946270328	  9.1381194173107971
  1-72852	10.496	                   	                   	 0.1074951849204882	 86.402783439290431	 35.4017851364681633
 1-323886	10.111	127.203425549893495	10.1226938734678491	                   	                   	
 1-187495	11.380	                   	                   	 0.1415061919882441	152.283622499180694	 74.1735109616174668
 1-550893	11.416	                   	                   	 0.1527681237830095	154.640809569605267	 81.0974839979828914
 1-230910	 9.681	109.392345346818146	11.4003152036587458	                   	                   	
 1-284174	 9.797	 86.092073129060907	17.5739145331048690	 0.0729703640978975	 25.864296634367179	 19.4872502965145280
 1-458316	 9.995	                   	                   	 0.3354025843832269	 92.739153098379688	 34.7823656460300228
 1-195268	10.533	                   	                   	 0.3087446112066525	114.488247919620363	  5.9369750277116644
 1-270216	10.429	                   	                   	 0.2955493841566654	 99.624775529890968	 29.6757582061511300
 1-167079	 9.636	108.423213635181980	 8.3005568681235520	                   	                   	
 1-385342	10.149	143.152810554513678	 7.6955517190575788	 0.4789898129217589	116.817327725710442	 20.6275015006983438
  1-14130	10.360	169.129869860003424	 7.0000000000000000	 0.3791901917629390	116.022729460211565	 12.5369736084740353
  1-26788	10.899	                   	                   	 0.3148388404070323	193.789523845136728	 15.7311028990964026
 1-209803	 9.870	                   	                   	 0.4477897032196962	 67.657180021494810	 15.8824653404033747
 1-174979	10.752	156.992420563282792	16.0847403434436984	 0.2839216918354277	145.432282392789830	 22.0044331625346601
 1-201961	 9.755	                   	                   	 0.3937539101019647	 75.803552954354728	 42.5582153911748264
 1-260946	10.302	181.077631520265129	12.1799586484138977	 0.3131183773977069	134.805435566467111	  9.0229490055128920
 1-516580	 9.719	 83.683123965831527	10.0428741731484354	                   	                   	
 1-247885	 9.538	 87.475898116146951	 8.8767106126776376	 0.3800439579664394	 90.991285570273106	 36.8878026176556730
 1-245069	10.284	                   	                   	 0.4089176068632219	109.363602146486272	 14.2288330633174969
 1-284321	10.277	                   	                   	 0.2250302480197915	106.710085974004784	 44.6828023369851550
 1-317727	11.351	153.843549198281835	64.1057654523127241	 0.4219459705161080	219.491623918366770	  8.0365503439487398
 1-462984	 9.759	 94.251058283181493	12.6274918875224991	                   	                   	
  1-32585	10.453	 70.210662261917577	16.4680505272281863	 0.2654796646752360	122.201029128888024	 18.4792839330311907
 1-277213	 9.642	 89.048375726945608	10.8762965673606082	 0.5089621418001655	 98.774341802294387	 16.6772609442574478
 1-419236	 9.224	 54.633442074524766	 9.2234223996944706	                   	                   	
 1-252463	10.227	                   	                   	 0.3341701722439115	 89.644237317965008	 26.6769411887411252
 1-336436	11.120	                   	                   	 0.1011310461249163	 69.508622935519142	 48.9189723582403531
 1-246484	 9.909	 63.551456724083920	38.2723980326180424	 0.0691458219503370	 35.983441154360385	 18.6463290030647819
 1-121871	10.268	137.023028251598845	10.3030187551088126	 0.1851629504279088	 30.275179673165638	 30.4691861318305079
  1-83063	10.489	                   	                   	 0.2781699393822848	195.484357091974914	  9.8183997165243060
  1-45187	10.907	                   	                   	 0.2571699788185911	178.618454025588449	 14.6578701550931516
 1-456924	10.498	                   	                   	 0.2878056699213679	196.060670419940806	  6.5933545592515586
 1-457198	 9.713	                   	                   	 0.2116558870373800	 70.692201084313581	 33.7846581511988973
 1-394326	11.454	154.013369277509412	83.9722553408193448	 0.2851267114704349	215.389584833093295	 35.4942637680716047
 1-403684	 9.924	 96.395937473856890	 7.0000000000000000	 0.2312071710725901	 49.527859359710675	 32.6280139740168522
 1-134010	 9.815	101.616411361736368	 8.4686272712899608	                   	                   	
 1-121784	10.007	110.967172103896388	 7.5867540220424168	                   	                   	
