#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-02T06:03:28 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-02T06:03:28	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/527/7438/catalog&-out=Plateifu&-out=logMstar&-out=VelST1Re&-out=e_VelST1Re&-out=VsigST1Re&-out=VelG1Re&-out=e_VelG1Re&-out=VsigG1Re&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75277438
#Name: J/MNRAS/527/7438
#Title: MaNGA kinematic catalogue (Ristea+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	creator=Ristea A.	    First author or institution
#INFO	cites=bibcode:2024MNRAS.527.7438R	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/527/7438	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75277438	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-05-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_527_7438_catalog:
#Name: J/MNRAS/527/7438/catalog
#Title: Catalogue of the kinematic properties of MaNGA DR17 galaxies
#Column	Plateifu	(A11)	Plate-ifu of the observation, the same as in drpall_v3_1_1 (plateifu)	[ucd=obs.field]
#Column	logMstar	(F6.3)	log of the stellar mass (log_Mstar)	[ucd=phys.mass]
#Column	VelST1Re	(F19.15)	? Stellar rotational velocity at 1Re from the centred and inclination-corrected rotation curve (Vel_ST_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1Re	(F20.16)	? Error in stellar rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_1Re)	[ucd=stat.error]
#Column	VsigST1Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VelG1Re	(F19.15)	? Ionised gas rotational velocity at 1Re, from the centred and inclination-corrected rotation curve (Vel_G_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1Re	(F19.16)	? Error in ionised gas rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1Re)	[ucd=stat.error]
#Column	VsigG1Re	(D23.16)	? Ionised gas rotational velocity to dispersion ratio integrated within 1Re (Vsig_G_1Re)	[ucd=phys.veloc;arith.diff]
Plateifu	logMstar	VelST1Re	e_VelST1Re	VsigST1Re	VelG1Re	e_VelG1Re	VsigG1Re
  8568-3701	10.676	107.953528023939469	 13.1746865613375626	 0.2607145736107532	                   	                   	
 10519-3701	11.025	 69.727567017376018	 35.1147324750687204	 0.1121142957328162	                   	                   	
  8328-3701	10.031	107.133598863680348	 13.0123503833743666	 0.5008369195864356	116.845888081507610	 7.1494639303308052	 1.2141662312295107e+00
 10519-1901	10.109	 99.577311311242553	 48.1527266645860692	 0.2930404820497762	                   	                   	
  9503-3704	10.558	                   	                    	                   	182.065699806872232	 9.4350133203415893	 6.8210215810972197e-01
  8133-3703	10.939	166.889395554177156	 14.4232703522022572	 0.1742605056974604	                   	                   	
12679-12704	 9.694	                   	                    	                   	 95.663193281773133	 9.2420583650535200	 1.4737972505867096e+00
 12679-3703	10.892	152.448477891847688	 64.5717976297694065	 0.2207040171230328	                   	                   	
  8615-6103	 9.727	 71.386059865119819	 47.6940796274064382	 0.3786842964661787	                   	                   	
 11025-1901	10.409	 88.963760059533456	 18.3748267532969933	 0.1942187684502292	                   	                   	
  9497-3704	10.648	159.034795971402787	 11.1993564798218443	 0.3311714175758082	                   	                   	
12075-12702	10.347	 99.375291216809984	 16.9876443674880377	 0.3713619510153725	                   	                   	
  8254-3701	10.554	117.938967099293052	 19.9070836651817906	 0.2075587068057303	                   	                   	
  8952-1902	 9.707	 49.337752985645260	 29.5227647709176964	 0.2098811836298336	                   	                   	
 11867-1901	 9.533	 63.577646669533110	 41.9218592718058076	 0.3560030671605245	 77.049892070388580	 7.5131420882996434	 1.0010621564396927e+00
  9192-3703	10.167	                   	                    	                   	 96.780243391710854	 7.0000000000000000	 7.7986974195266145e-01
  8563-3702	10.829	115.563717804999271	 17.3236983703298009	 0.2838226130953422	204.085937666613063	 7.8634832273017992	 1.1217109983374325e+00
  8711-1902	 9.773	                   	                    	                   	110.450594990694810	 8.7658583705586253	 8.4628039845967429e-01
 11015-3702	 9.781	 79.602221836030168	 10.8403788689751064	 0.4609411426409954	                   	                   	
 11977-3701	10.605	136.551223060148573	  9.8624160150082503	 0.3832082683675367	                   	                   	
 12094-3701	10.793	143.349595981335284	 12.5911109242104260	 0.3855109823792034	198.759086829548551	 7.0000000000000000	 9.2201887220717549e-01
  8724-3701	10.395	 88.879869133699401	 41.7924201619628803	 0.1779779571003931	                   	                   	
  8329-3702	 9.578	 31.771467009217503	 25.0146788784591685	 0.1480856936082655	 49.488678005111154	16.3173300969418875	 2.8561917335541004e-01
 10843-1901	10.031	 78.257624127490033	 35.0827526533849863	 0.2836115691835497	                   	                   	
  8320-6103	10.822	151.400893067538789	 15.8324566613982043	 0.1861504359982305	                   	                   	
  8087-1902	10.405	151.765402046738132	 28.9337081089831365	 0.2297553791630048	221.584945327540254	27.9408178690402735	 5.6268950068970591e-01
 8999-12702	10.118	 49.084668078699337	 30.1701492348327456	 0.1270767942441577	                   	                   	
 12484-3702	10.183	114.776115196010352	 12.7859431216596455	 0.2429967348215688	 60.772341647065630	37.4864104725382603	 1.1517396061580767e-01
 10213-3702	11.588	 95.964985490618020	 65.2178147818482614	 0.1108057017502509	                   	                   	
  8985-1902	 9.888	 85.517225378440372	  5.3399751161435383	 0.3555423628313932	 52.024273157774587	33.6780230240246965	 2.4966821738671094e-01
  9024-6101	11.093	167.804377668721315	 47.6989371062457010	 0.2071599903710278	292.051162659608906	35.1956512639933763	 7.6457858189687666e-01
  8079-1902	 9.360	 37.161302710368389	 23.3259444174480954	 0.1839161520766918	                   	                   	
  8334-3704	10.233	113.626773270090411	 52.4430547262981221	 0.3945965911821660	147.720732983105307	 8.9061174163978141	 1.5286401370154901e+00
 10520-1901	10.047	 90.924085142009091	 24.5973323845946510	 0.3280844992742328	                   	                   	
  9035-3702	 9.896	 79.020081221761131	 41.1951098028161979	 0.5597235584891959	 97.490253382107767	 8.7943100684072224	 1.0068578733175590e+00
 11866-3701	10.163	109.097292403252212	 25.9413395535679285	 0.3311403155852827	164.726675314907993	 7.9150918946569391	 1.2428618177316475e+00
 12487-3702	10.670	137.723879786960538	 12.9241252545084357	 0.3651190811578875	155.365720898481186	10.3998814232306902	 6.1637589354486810e-01
  8977-3702	11.011	161.395583468036364	  9.6896039261948985	 0.3148902513012822	                   	                   	
 11745-3704	10.488	119.354440025923452	 15.7387777898191121	 0.3627418447914883	122.248579130758458	11.1818397319162521	 6.1195512259089602e-01
  9862-6101	10.169	 91.627212878247605	 10.6673616931088091	 0.2095504955920750	                   	                   	
 10519-1902	10.620	116.793709926945525	 14.1938450816426673	 0.2208004754732444	                   	                   	
  8341-3703	10.603	                   	                    	                   	 94.843029787646600	16.0005212344799759	 3.9463857608140895e-01
 12067-3702	11.303	213.558411161289371	 58.5459382106206050	 0.2966237584349401	                   	                   	
  8085-3701	 9.901	 73.502778400145019	 29.4874432098664272	 0.4621019143292850	102.672122693162237	 9.0250342538466573	 1.0718289106159511e+00
  8241-3702	11.288	156.642741605589890	 65.9724530530859283	 0.1665358364950621	                   	                   	
 12484-3704	10.304	                   	                    	                   	142.728817820106599	 8.2533845195838502	 1.3254543922900002e+00
  8313-1901	 9.509	                   	                    	                   	 36.866413645584970	 8.5213525437157642	 2.5883936184090256e-01
10504-12701	 9.956	 99.398274309143716	 13.4592952438738145	 0.3933842769988160	123.203028679486962	 8.7193456390852493	 1.3311555413408567e+00
  8323-1901	10.486	174.441868703161219	  8.6455220039127259	 0.3083823469286422	218.166662602112609	14.7091613780259713	 6.1953643261082991e-01
 12495-1901	 9.859	                   	                    	                   	 99.851623528213509	 7.7970030840307807	 1.0742609973602579e+00
 10519-3702	10.914	113.140680238980963	 47.0412993050052251	 0.1713470825496308	                   	                   	
  9095-1902	10.243	107.976138706529809	 19.2851366694071231	 0.3609862145210986	131.782534205025399	12.0721817842941945	 5.3414530802332372e-01
 11978-1901	 9.778	 78.312509721826046	 21.0797832348319822	 0.3576791440804522	 73.133866984353489	 7.3795021817647637	 7.3234460850547412e-01
 12487-1902	 9.913	 42.275602495824323	 20.7936439198136114	 0.0716661289231705	 61.310723921961625	 9.9322037179129339	 4.6945663997366155e-01
 11948-3701	10.835	160.092500858225151	 12.9483780357364306	 0.3490016076926133	                   	                   	
  8947-3701	10.066	108.101045556364440	 15.3543890977730086	 0.4582303435625806	                   	                   	
 11759-3701	10.528	                   	                    	                   	142.516510955044708	10.5151254909619674	 1.2138690644422128e+00
  8566-3701	 9.444	                   	                    	                   	 84.890985887195029	 7.4421488722758271	 9.5211139424200897e-01
  8934-1901	 9.577	 67.474514237132055	 35.0851576517796104	 0.4637292969252632	                   	                   	
  8259-1902	 9.853	 93.671166604036017	  8.2560356113278175	 0.5087248362990184	113.013710405145872	 8.4464556584828152	 1.0650420073812170e+00
 11754-3704	10.451	151.748853326241374	 12.6685734163077726	 0.5005732513258238	174.708372579589167	10.5053618287236610	 1.1989975284159160e+00
11943-12703	10.128	 77.956098320621905	 11.7939954256179682	 0.2988301095106191	                   	                   	
 8979-12704	10.490	 96.615445444979613	  8.4443011974857605	 0.1452254099853680	                   	                   	
  8564-1902	 9.155	                   	                    	                   	 61.844166044426721	11.2678698759389100	 1.1340904836988224e+00
  8555-3702	11.554	 68.888616817249144	 45.3276048717722801	 0.0730765035297178	                   	                   	
  8132-3702	 9.809	 74.497891085097137	 17.5893875953594545	 0.4384136293985619	                   	                   	
 11021-3704	11.013	161.888815521729668	 41.2472020840154698	 0.2042556636576426	                   	                   	
  7980-9102	 9.807	 71.158297362445907	 16.1768905771662439	 0.4002432702270358	                   	                   	
  8077-3703	10.447	126.742324585481242	 19.3119121312749726	 0.2961729218906441	                   	                   	
 11017-1901	 9.806	 63.632519296040115	 36.4662814869012237	 0.2840774525856170	                   	                   	
  8562-3701	10.839	167.076733111976580	 12.3576954078858936	 0.2988558642448945	189.680022650196349	18.6201474647845586	 5.4124408266908108e-01
  9867-3703	 9.788	 91.595751305693938	 35.9771915772464297	 0.5474106781400260	106.817005449796056	 7.0000000000000000	 9.7262410728894066e-01
 12685-3704	10.818	189.713182571140862	 11.6238687608884952	 0.3367726685336522	                   	                   	
 12074-3701	 9.950	 64.662785576336688	 36.9384210813685741	 0.2186150406103175	 62.565545254905793	 9.4001743974912166	 4.7620589948085101e-01
 10518-3704	10.332	124.275683603043007	  6.3821651887853754	 0.5228964504456697	                   	                   	
  7965-3701	10.751	126.000296696051166	 28.1081172534349406	 0.2592328500966183	                   	                   	
  8567-3702	11.263	167.327449956558723	 18.3637589259215659	 0.3301755294928957	198.975254040525613	14.8941788048079449	 5.7955353837481327e-01
  9002-3702	 9.738	                   	                    	                   	104.234128291411523	11.7854135714294745	 1.0516183248104707e+00
 12083-3703	11.284	142.558876179159711	 19.6094360357133866	 0.2092876336383934	252.550862798317553	20.9387669259215912	 5.1716539457191435e-01
  8310-1901	10.093	 55.156019011595397	 36.9132452254922541	 0.1495907069939667	                   	                   	
  8938-6102	 9.854	 55.509261801343399	 30.8818650365463263	 0.2793706216833992	 37.259907069210570	11.1648855882727176	 1.9577089208838433e-01
  8332-3704	10.255	 85.378807097104016	 53.5321965692873647	 0.1722946714458169	142.422557642561685	 9.0684218587449053	 8.8944172536987343e-01
  8250-1902	10.451	176.211010593961305	 10.7522339674337637	 0.2163239292026508	256.643379155864352	14.9227809384685024	 5.7666540511836117e-01
  8311-1902	10.398	119.490107036233070	 33.0276576996682678	 0.2285864237716641	                   	                   	
 10508-3701	11.341	108.485764578485174	 23.3741062453216948	 0.1412194149360108	196.455670955971527	67.1169888763603808	 3.6888588824956853e-01
  8451-3704	11.356	224.243231358512276	 52.0526724008424395	 0.3137159974898291	197.550420601934519	20.8536246689516851	 6.5461057139215073e-01
  9504-3701	10.519	147.202089013773616	 14.3306607133460435	 0.3510110753100938	173.258585647807195	20.9409206393587510	 6.7894313650037641e-01
  7993-1901	10.339	117.145027961756682	  7.1497352357227832	 0.2824788976260426	                   	                   	
  9885-1901	 9.811	 49.214654770270307	 28.7713445095083280	 0.2358920856327733	                   	                   	
  8987-1902	10.362	119.598541270118389	  6.6374207928510760	 0.3067561891245869	                   	                   	
  8243-3701	10.368	 51.829573193081991	 25.7375934199045560	 0.0692123192333927	                   	                   	
  9193-6103	10.327	139.755245669408907	 13.0349724230005535	 0.2541104081948718	                   	                   	
  8445-3702	10.977	                   	                    	                   	189.071981565174241	73.5985303599239415	 4.7691681700169408e-01
 11974-6102	10.183	 70.904743084364270	 36.4381040854802549	 0.3164894959604563	 96.212617469210159	20.2418858876573040	 9.0831946658276963e-01
  9492-3703	10.710	                   	                    	                   	140.473379759398256	19.7408904921643433	 5.6048400865168302e-01
  9087-1902	 9.855	 79.659776756195271	 42.2133548156649070	 0.3494779076365135	                   	                   	
  8450-1902	10.449	148.386681896551295	  9.9153998523262334	 0.3956105591803738	167.558834150634112	 9.4565139995703138	 9.3779546725394014e-01
 11968-3701	10.536	151.117285433707906	 19.3919946554861653	 0.3272433934586659	                   	                   	
  8657-3704	 9.875	                   	                    	                   	 39.998696289547212	22.6952457093641868	 3.6829904894230980e-01
 10846-3704	 9.592	 59.700667694193854	 39.4459176274010801	 0.2824422887732929	                   	                   	
  9507-3704	 9.962	 95.189542654867154	 42.8579361990548193	 0.3877768725173335	104.880491809710790	 8.5065108706729049	 1.1908851092817458e+00
  8938-1901	10.867	135.038291332655206	  6.7406513932512473	 0.2534789694688983	                   	                   	
 12089-3703	10.161	 87.429957118809071	 43.2732056998147669	 0.4216983669883642	                   	                   	
 11945-6103	 9.631	 53.426184098599407	 37.9111477802969432	 0.4249532779296810	                   	                   	
  8438-3701	10.142	                   	                    	                   	139.442082265828617	11.2737592188592952	 7.1789685799688630e-01
 9193-12703	 9.437	                   	                    	                   	 62.102067046577346	 9.5661408400017862	 9.0382891509172680e-01
  8486-1901	 9.450	 65.271048098669922	 23.1719212416083238	 0.3303611901446712	                   	                   	
  9514-3701	10.899	 53.663176269029378	 32.8026317654218929	 0.0917610588814822	162.097948791647752	70.6516810000450732	 3.3741624943350068e-01
  8336-3704	10.691	137.374380359756145	  9.5494585878263170	 0.3192110685224392	                   	                   	
  8943-1901	10.238	114.731513097995119	  6.5419521688793987	 0.3245439596228898	170.781168033674959	 8.4490968775966646	 7.8580081323420425e-01
 10495-3703	10.773	129.170584241290328	 38.3327096662072080	 0.2146996299047051	                   	                   	
  8144-1901	10.403	 70.143651728680538	 33.2561246538910709	 0.1067072052354453	                   	                   	
  8327-3701	11.231	250.001109436781121	 15.3657647189107038	 0.3642597023485622	250.325233002052244	10.3779237927211359	 6.5504916477149788e-01
  9033-3701	11.145	180.144758232500351	  7.1298758350187388	 0.3729697201884299	179.268694248771794	62.7370682508755806	 4.6715775439504703e-01
  8254-3702	10.640	 86.340534067694904	 16.7523400396115605	 0.1778139174508412	                   	                   	
  8247-1901	10.258	109.592766593941178	 11.8356317720257280	 0.1651934033475518	185.679852408276247	15.9840254075314583	 3.4543972675732942e-01
11968-12701	10.248	102.786604593471822	 16.1591401216080790	 0.4146814619788878	                   	                   	
  7963-3703	10.738	146.551057109352939	 15.7213917324503232	 0.2479513465741895	 75.191687190007002	15.0612905880637147	 4.0463146541917872e-01
  8442-3704	10.381	143.063924322608727	 18.3739217304045681	 0.3627400113193748	                   	                   	
  9192-1902	 9.991	                   	                    	                   	115.643826265402126	10.3743525901887619	 1.1827350166070594e+00
  8263-3701	10.054	117.340783889703644	 12.2874095742271088	 0.5401841492096955	130.296346911687891	 8.7518286965642442	 6.4789328487882636e-01
  9495-3703	10.330	144.794892831077902	 49.0600815122592024	 0.3260005216386200	                   	                   	
 12506-3702	10.825	141.790330071499966	  8.9423803234328840	 0.2001268015780289	                   	                   	
  7964-3703	10.659	153.739062177214322	 16.8930750891673327	 0.2888482212432764	                   	                   	
 11867-3704	10.757	151.931003624686525	 11.9982415988319779	 0.2946462052181922	160.948564615240116	 9.7743533257663611	 4.2750617558969312e-01
  9047-3704	10.053	102.836529837775984	 47.9201278271349480	 0.4883146319242275	117.793402078151388	 8.1130052120272573	 1.2224683907941896e+00
 12075-3702	10.409	130.494630704189376	 51.1201893223325641	 0.2927254453119779	                   	                   	
 11955-3704	 9.845	 79.732532144915467	 41.1542396665230257	 0.3465880878283636	105.659476352172192	10.0955360615219885	 1.1125524310993684e+00
  8555-3703	10.645	126.568328988186579	 17.3922865465656145	 0.2463074701466348	183.302867980876670	66.4854836532540645	 9.7721806111278586e-01
 10221-3701	10.266	106.828570643944289	 47.0019420215623711	 0.3389466504274834	115.880562837610796	10.3335955553719749	 4.2052587544314418e-01
 10496-3704	10.791	202.804319865322270	 57.2060622645790318	 0.2456069284589134	                   	                   	
 11868-3701	10.976	103.424907146622289	 37.1900735080233886	 0.1704206709802397	                   	                   	
  8994-3703	10.481	110.046315910182201	 45.1216397392297495	 0.2722567686342871	                   	                   	
  9513-1901	10.171	 72.502733656155939	 33.8703146280533147	 0.1547238687706662	                   	                   	
  9094-1901	10.618	146.214330971326945	 37.3986940446901599	 0.1790258547653365	                   	                   	
  8980-1902	 9.963	103.055278567329879	 12.4283018541395975	 0.3084139509409761	                   	                   	
  8948-3704	11.114	132.716922787025510	 23.7391693030685360	 0.1883659340084973	                   	                   	
  8133-3701	10.240	111.441355755443936	 10.3318270148533458	 0.3696483633691946	                   	                   	
 11016-3701	11.147	116.318251892460637	 40.2758635859222451	 0.1171771461191108	                   	                   	
  9092-3701	11.144	177.408928329901585	 21.0204637261592069	 0.2680243607974417	                   	                   	
 12074-3704	10.226	131.201861998728191	 14.8066114224666006	 0.5648654126085378	151.525834156036694	 7.8277348115507266	 1.2378609917318191e+00
  8720-1902	 9.468	                   	                    	                   	 68.313699019318705	 7.8180988048592264	 1.2038350240906948e+00
 11749-3701	10.412	160.532747011163963	 10.6474462721422594	 0.5016263695209638	171.083823853819865	11.0882025817078578	 1.0908540469944756e+00
  8720-3701	10.997	172.208059143830269	 11.9038817304192701	 0.4086070374066173	221.935772859126814	 8.3717140690002712	 1.0409968379953112e+00
  9085-1901	10.074	 22.783899713529465	 12.5094686306750127	 0.0474671292142744	                   	                   	
 10497-3701	 9.620	                   	                    	                   	 83.302578670212156	 7.0000000000000000	 1.3713337737510567e+00
  8462-1901	 9.974	 70.655789358820996	 28.8451764396493182	 0.2709797283253578	                   	                   	
  8570-3703	10.766	162.727217571960580	  9.6510882511414380	 0.3200135197810456	                   	                   	
 11954-3701	 9.606	                   	                    	                   	 99.352972464238320	 9.9322037179129339	 1.3819506826041106e+00
  8152-3702	10.156	 85.388485647576772	 49.5876684546489415	 0.3951920511381007	105.463282239919977	 9.0999547073573250	 1.3252464295125186e+00
 11019-1902	10.729	160.719171972477568	  5.4543108136822998	 0.3163452380576826	                   	                   	
  8625-1902	 9.719	 59.904334737862484	 28.6651018205477683	 0.3108661874378770	                   	                   	
  8083-3704	 9.981	 74.818551396682892	 15.3379154864882690	 0.5732293289031971	 92.226639030964009	47.9787037314809126	 6.9471689951625870e-01
  8085-1902	10.751	134.615214946270328	  9.1381194173107971	 0.2103587360920015	                   	                   	
  8240-1902	10.496	 86.402783439290431	 35.4017851364681633	 0.1074951849204882	                   	                   	
